col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
63,,81,94,,65,11,96,96,44
1,84,90,,52,54,87,37,32,56
48,16,62,98,35,1,40,67,76,7
10,59,85,20,,98,97,58,6,28
38,58,2,93,84,,,50,42,73
56,93,58,4,54,72,5,61,13,65
66,,78,96,38,1,55,15,87,52
24,65,61,71,,20,14,6,,87
,24,100,8,82,40,100,72,,98
82,13,,28,20,57,62,64,92,6
53,7,83,10,39,33,11,52,71,22
42,81,13,,,6,94,43,38,17
,,36,62,31,27,77,35,85,
27,,95,1,3,4,63,27,49,37
81,42,68,93,,68,53,17,100,22
50,78,77,,,38,12,20,,9
,56,12,39,9,45,13,99,13,95
12,57,26,37,5,67,93,19,75,58
6,34,31,37,47,36,87,23,59,100
58,81,13,38,44,67,89,13,,25
48,88,,76,,35,72,17,11,67
91,38,83,,25,14,18,25,58,18
98,51,73,63,23,,98,48,26,79
78,82,84,94,20,60,11,,35,28
76,65,64,16,92,82,93,16,16,22
,4,70,99,93,88,94,13,71,100
74,14,2,,26,72,,62,38,18
78,65,26,50,17,79,98,60,99,55
41,5,87,11,76,35,,28,38,36
,73,10,44,92,,50,9,99,16
88,,78,39,40,22,,30,16,10
82,35,15,10,7,37,98,50,75,
83,16,10,94,26,2,19,42,22,
68,38,8,,,,47,38,53,16
28,,11,13,8,,74,78,73,64
86,6,57,51,41,22,48,90,71,8
32,53,52,29,36,72,10,26,54,65
31,94,,87,60,94,39,75,68,12
36,10,44,48,19,72,75,60,23,56
,76,,12,79,17,38,43,99,26
52,23,20,92,64,13,34,55,40,
20,92,,88,21,65,70,43,71,42
68,29,76,8,21,72,9,84,59,26
22,82,35,20,2,61,91,9,,72
6,35,77,38,8,,55,88,92,55
33,,19,46,75,65,13,28,100,42
70,63,94,79,81,24,38,89,25,92
95,14,25,52,41,52,46,76,96,7
91,84,10,85,96,73,74,36,65,66
,82,12,,,3,36,92,68,74
30,,13,25,4,75,,55,85,38
17,19,,26,32,87,85,41,,55
39,13,,100,84,55,31,67,81,62
43,11,68,86,21,14,82,50,29,5
18,57,47,33,9,88,23,28,66,67
89,82,68,6,88,7,71,9,70,
85,37,45,48,9,,26,59,82,45
,65,18,25,3,96,5,53,75,36
16,55,,27,26,78,66,84,26,51
4,,34,91,50,32,,94,51,62
48,14,71,36,48,88,28,8,28,96
73,45,67,97,51,90,78,68,39,62
67,92,89,41,42,70,80,82,72,92
33,99,9,,57,24,,38,22,44
72,,79,92,58,53,100,82,61,39
67,42,89,97,19,38,36,,93,27
14,97,46,24,92,91,,91,,62
15,57,18,5,29,71,89,66,42,67
4,70,25,10,48,,73,80,41,63
23,63,48,56,66,71,58,56,84,46
17,68,88,82,100,95,28,,65,92
68,58,85,3,39,97,16,3,6,98
50,8,50,92,77,26,75,,6,54
52,52,11,51,55,84,,50,23,7
88,82,56,14,45,16,9,80,,13
11,57,94,1,30,46,90,3,60,7
70,80,25,96,16,39,97,41,99,
11,1,84,74,30,46,10,92,,19
,35,41,21,16,83,95,95,42,
60,27,58,68,19,,61,71,6,100
85,96,68,3,48,48,95,49,80,37
76,84,93,89,19,52,56,10,75,64
8,,,7,20,95,29,2,63,25
21,12,,30,99,96,25,1,23,94
14,74,24,6,62,41,90,90,92,74
66,6,87,,14,57,1,79,,91
87,4,87,69,14,,9,59,32,52
62,45,1,,16,,94,77,29,76
,86,89,24,11,,93,91,67,97
97,34,59,73,,,,47,45,52
19,81,,42,71,18,30,97,,66
53,60,98,48,16,2,47,34,39,85
76,33,86,60,9,91,89,10,68,37
46,56,43,,19,88,26,36,53,40
33,99,54,53,3,36,,59,26,
76,75,31,,,45,96,34,3,72
,15,31,60,51,96,11,2,74,5
25,,71,,21,36,28,78,65,44
82,74,79,24,60,82,20,18,73,3
5,58,17,22,68,30,60,26,56,83
22,60,22,59,,,42,30,83,17
21,22,87,,81,74,,2,20,59
11,86,2,,26,54,88,26,22,73
46,47,64,69,75,89,4,,1,45
38,37,52,17,7,53,24,78,27,22
65,81,16,50,19,37,81,82,90,8
65,98,42,94,99,50,53,43,79,
69,74,90,5,98,27,44,4,4,100
16,69,,,70,3,7,28,24,30
46,,89,62,97,20,86,,,46
48,85,68,22,8,56,65,25,51,25
98,27,52,51,81,,69,13,16,34
64,23,37,43,63,32,68,28,,
3,14,92,49,14,53,42,53,90,41
4,98,41,45,60,29,55,87,,14
82,34,92,3,23,32,54,51,86,37
32,,21,50,85,69,44,77,28,29
,,64,69,30,15,30,50,39,60
80,9,1,43,80,65,49,61,,33
,32,88,,3,10,2,39,44,34
1,51,51,74,77,88,19,72,44,92
82,26,56,,,18,,28,53,38
24,22,71,13,100,,26,89,8,90
72,37,,95,60,83,,26,,42
45,,25,17,94,67,18,,45,
46,97,32,1,80,,48,,75,43
16,20,19,77,60,90,24,94,37,87
41,87,59,2,28,83,25,78,70,
80,79,35,94,30,100,38,11,,57
100,15,31,7,84,9,18,20,84,65
,39,85,30,26,11,63,48,38,
50,96,31,41,1,27,28,,9,28
92,56,13,61,20,15,,88,99,73
18,36,11,99,69,83,88,21,85,93
58,31,,74,93,6,63,50,31,51
14,97,36,55,60,15,73,,97,9
89,90,5,9,67,28,27,32,82,25
69,75,80,44,14,55,50,26,95,1
,41,45,82,95,74,65,,98,20
40,54,57,33,62,64,56,,77,88
50,,79,87,69,65,78,53,28,90
30,2,12,63,62,61,,24,68,42
32,18,,31,55,33,49,7,6,41
70,45,46,46,9,20,45,,,46
32,30,80,35,63,41,,4,62,1
35,31,,79,4,99,18,52,97,4
12,67,21,22,82,53,1,19,100,71
25,17,98,1,81,60,55,52,8,20
88,63,79,44,44,54,73,20,21,72
,8,82,56,40,,87,55,65,26
43,49,47,92,81,23,58,59,74,54
,32,34,64,40,97,55,43,59,4
,71,14,87,2,82,15,18,58,67
95,47,95,11,95,52,73,,31,6
,73,94,32,70,43,90,44,43,84
60,90,53,,12,52,85,26,72,86
79,70,60,83,50,11,31,40,12,29
86,100,36,89,78,39,,65,86,75
23,97,86,,,23,66,38,33,
23,100,57,78,71,26,70,35,49,13
93,92,58,,,32,83,49,92,7
93,68,37,93,59,20,,99,32,69
94,98,,43,27,40,75,85,92,48
86,19,43,78,33,,9,92,11,86
,46,70,56,92,,64,92,26,76
51,43,69,29,70,43,,42,,7
26,42,4,62,,42,16,91,,21
74,38,,20,10,15,11,11,90,
22,1,51,3,11,41,2,27,44,7
47,79,99,98,20,88,47,63,56,61
53,93,71,42,97,63,48,,42,98
95,87,39,,94,40,,82,68,56
39,4,65,54,67,66,71,59,26,35
50,,63,42,33,24,70,59,41,49
88,59,40,50,,6,68,77,27,100
93,22,98,64,54,95,85,48,97,39
25,60,15,49,,5,68,72,72,23
74,37,15,,9,,15,82,44,66
58,44,10,82,76,84,91,58,91,36
83,58,97,7,73,49,67,13,71,65
82,79,22,9,15,10,53,,78,35
98,89,85,36,89,19,,54,67,1
86,86,32,11,12,37,77,38,21,
80,16,52,4,67,71,38,45,12,7
89,,66,5,79,,31,9,25,11
5,,9,68,19,21,60,60,19,77
37,,54,57,61,37,,65,66,3
50,81,10,59,21,71,,96,51,24
32,4,14,21,69,45,7,87,77,35
23,16,79,100,,41,3,88,53,35
94,82,41,76,16,20,27,89,19,87
52,49,15,33,24,86,62,49,54,63
59,50,44,84,44,50,65,,80,60
15,31,82,27,30,50,52,26,27,90
,83,29,22,52,30,32,70,,
28,91,56,88,25,25,10,,29,34
99,53,,61,,37,9,91,60,54
,17,49,99,35,27,76,13,78,2
44,78,90,,3,27,92,72,26,83
61,14,25,51,51,13,72,62,48,94
97,52,49,63,78,89,,68,6,9
92,58,85,58,84,38,21,94,22,25
10,54,63,11,75,5,76,56,72,
58,21,10,47,33,85,9,32,11,
19,43,60,,54,72,30,81,62,37
100,17,65,26,48,3,19,7,44,91
36,93,30,,,53,33,7,81,38
35,22,44,66,,36,34,45,17,41
37,,19,17,29,48,100,40,24,98
47,42,44,34,77,31,92,37,18,99
26,68,30,35,52,26,17,,57,71
82,40,70,42,47,52,41,80,11,
38,30,,68,85,58,98,77,44,67
74,88,26,83,10,62,35,67,22,23
48,3,56,64,68,66,82,20,63,2
40,86,26,42,86,48,79,54,39,88
67,,20,71,35,11,,,60,61
77,,33,49,41,95,28,80,15,21
47,33,46,45,29,100,97,56,38,6
63,71,9,24,66,59,,49,29,68
,55,41,90,1,86,55,22,32,6
65,50,43,68,79,46,44,41,7,64
63,2,20,99,1,49,50,1,72,16
5,2,64,81,30,47,3,82,86,53
52,93,14,48,24,20,53,48,23,28
98,,59,14,47,41,56,51,63,79
3,88,18,86,85,30,44,11,34,
5,6,,74,16,,31,3,24,17
34,52,70,82,,8,87,66,39,13
78,15,59,10,60,91,100,63,94,12
13,96,50,87,21,62,53,35,1,
56,,72,83,34,64,42,,83,50
66,76,10,76,32,64,33,15,56,31
79,7,80,96,,89,56,35,64,81
26,53,74,62,99,17,39,32,27,41
16,11,,69,32,36,18,74,99,75
55,30,11,37,47,45,42,64,59,95
10,97,59,59,45,5,22,,26,52
10,2,61,83,49,76,57,6,,96
22,29,1,23,12,32,62,14,71,48
,8,34,68,82,23,65,76,3,94
79,91,17,94,,23,42,86,12,99
9,63,30,11,87,67,97,54,15,50
67,79,62,75,39,53,95,34,78,46
,58,47,86,33,59,77,72,52,17
79,25,90,78,,2,91,97,55,32
91,17,8,45,14,93,6,76,9,77
56,58,97,48,,76,34,10,69,47
,71,71,64,98,36,62,17,99,92
25,45,81,70,25,31,,98,85,28
44,54,36,95,22,27,91,53,94,1
14,34,64,42,44,62,100,85,23,81
39,40,89,49,94,,65,77,14,98
75,11,83,45,1,37,7,35,69,61
67,58,23,85,1,57,9,37,35,66
39,64,2,76,51,32,16,,35,57
41,4,87,48,30,,24,35,39,21
35,74,65,54,83,82,21,86,25,68
,36,23,29,,,24,96,17,6
72,37,35,24,75,93,78,54,,92
12,85,84,3,67,12,90,98,6,12
,95,90,55,,2,51,,,
21,,53,77,79,93,50,20,9,99
49,88,74,16,57,44,,96,89,91
75,1,92,58,8,46,78,59,54,46
,22,11,,77,10,12,20,94,62
96,100,24,81,51,93,91,56,38,33
52,89,10,80,91,92,38,83,86,13
68,52,38,45,83,32,89,40,40,
66,13,64,27,21,63,28,42,,96
21,15,39,,13,,11,25,42,71
27,55,71,41,3,18,23,30,35,22
61,80,82,19,1,86,12,88,67,29
30,100,34,97,,24,48,59,61,60
23,63,67,18,84,47,21,78,48,
,88,17,,79,6,83,,45,38
28,55,45,52,52,100,16,89,31,65
,8,88,42,91,84,85,70,53,6
46,51,84,,30,41,,79,93,79
74,32,63,17,78,93,86,81,98,39
38,66,65,4,19,28,,30,95,47
95,14,80,,57,55,50,25,25,38
,79,6,11,47,,59,41,99,72
89,100,,59,27,63,72,41,17,99
48,57,90,95,61,55,97,61,31,54
31,61,53,51,90,95,,79,41,17
,72,43,27,83,97,29,90,38,88
11,,8,44,50,48,54,75,79,6
93,52,75,24,4,27,21,100,29,66
91,,45,99,85,53,63,66,33,59
,65,6,50,6,15,100,61,32,55
30,50,25,26,64,29,34,8,94,
27,23,63,80,17,49,89,94,86,27
51,,69,48,92,65,,69,83,13
29,92,11,81,51,23,,71,,64
29,69,86,99,9,2,73,55,7,99
6,7,21,46,15,94,43,63,52,86
19,,88,64,91,99,99,75,42,76
95,39,87,75,36,85,21,10,8,57
,11,90,96,,35,56,,58,100
8,84,68,96,,89,28,,10,80
81,12,51,12,99,54,32,23,42,60
36,65,19,36,41,,81,28,42,11
40,87,72,65,60,13,13,15,97,40
28,94,37,34,61,100,71,81,46,3
55,77,31,76,91,91,43,48,58,1
97,45,74,26,29,85,73,44,,98
86,1,,60,92,77,3,12,55,
80,67,57,76,39,15,15,78,28,93
16,69,,3,21,58,74,26,27,74
84,28,87,29,24,43,98,98,4,47
2,37,76,68,73,20,21,30,11,28
11,45,16,87,52,40,50,51,84,95
34,86,61,2,12,51,10,30,,55
36,49,38,74,12,68,25,30,73,
66,66,15,38,95,56,65,95,2,46
76,34,97,82,16,70,66,91,88,40
42,55,11,,18,14,91,,42,80
28,9,56,,49,10,71,4,44,82
8,5,50,,65,76,9,18,,31
74,99,97,75,60,54,79,9,76,6
64,76,28,14,12,28,3,,27,78
38,94,79,82,76,43,91,16,75,6
23,68,35,10,20,54,20,5,48,57
69,68,,,99,20,20,33,4,92
37,92,30,59,64,1,79,61,70,6
16,59,18,39,99,61,57,49,92,27
28,55,73,61,29,7,62,,22,58
41,46,13,7,79,22,91,,26,
88,43,49,59,5,14,90,86,,97
68,38,33,7,18,,56,64,87,41
93,86,23,32,51,47,,,38,76
68,1,14,,,78,20,42,99,27
38,31,86,46,81,82,,81,95,51
30,10,25,34,13,51,35,68,27,72
48,99,63,80,83,58,16,27,33,
79,32,,51,89,45,38,87,12,59
93,54,,100,54,33,43,,52,72
30,,50,27,15,60,27,19,14,4
36,20,79,97,70,,24,40,,55
68,89,42,79,91,55,100,89,56,52
7,62,43,74,89,74,,84,66,99
94,45,,49,32,,82,71,1,36
39,51,30,71,73,33,87,6,68,29
23,65,52,71,10,34,,65,100,11
22,25,11,86,79,78,10,11,87,
14,57,43,22,61,23,92,72,59,77
43,30,27,6,25,1,16,23,99,97
83,13,32,79,43,76,68,51,33,87
52,,28,60,13,18,58,91,,44
65,82,91,,80,89,58,64,9,22
86,30,94,8,,,8,6,83,12
19,40,,15,54,39,78,37,88,80
,52,66,15,97,51,37,53,33,35
,7,63,19,11,45,78,1,35,
96,48,5,84,95,25,51,11,50,16
4,28,45,80,,,,98,20,40
89,57,86,3,31,68,20,,8,68
55,41,100,90,,60,38,,27,76
12,39,55,4,44,58,39,43,53,95
67,99,,64,32,64,,25,34,86
56,90,12,76,26,89,65,,,29
86,8,76,34,57,30,28,44,39,85
90,,20,,83,16,75,38,41,24
12,81,98,72,19,50,22,,18,31
24,,34,49,99,100,47,66,87,5
37,11,58,87,,36,54,62,63,2
28,62,77,1,17,2,33,74,58,38
64,74,10,66,8,24,38,4,1,
38,4,25,,43,90,63,39,33,54
78,49,61,90,94,2,83,12,32,96
66,55,88,,75,84,11,,21,62
76,35,50,10,92,,68,12,13,39
78,48,,83,63,31,73,66,27,17
44,34,48,74,45,64,54,55,18,14
54,38,56,76,48,,78,,45,93
77,,69,87,,20,96,23,38,11
94,67,93,16,20,46,,25,92,100
37,37,49,71,38,46,81,63,70,61
41,9,32,70,,88,24,57,24,32
78,29,16,9,68,67,14,83,31,43
61,28,75,5,98,,31,73,89,13
16,89,20,46,,17,36,37,66,22
30,3,9,86,11,,60,45,83,11
15,55,21,16,67,57,5,29,20,19
87,32,74,8,27,,33,54,,33
59,,82,22,98,44,14,49,,36
100,92,34,24,95,27,41,66,62,84
49,94,73,58,,,,3,98,55
22,54,77,11,68,63,45,8,83,62
16,100,70,28,68,50,26,69,42,97
61,28,58,,17,32,27,80,69,58
55,,,29,53,60,5,,79,86
29,31,30,89,73,13,98,63,26,32
,22,88,73,,80,,91,77,41
82,67,18,60,72,,77,100,96,6
31,44,79,9,84,46,65,17,70,40
40,62,1,70,52,87,6,4,57,33
5,8,1,97,93,30,86,,99,56
25,31,29,73,,26,81,,58,57
36,83,4,73,68,3,51,30,8,48
63,86,26,82,3,75,62,96,98,57
62,60,22,36,51,66,43,78,54,69
,59,33,,,99,66,13,71,18
84,,24,34,48,47,84,48,5,16
8,26,13,36,23,33,88,18,76,12
92,92,54,78,66,99,78,14,68,13
20,11,63,74,16,,56,18,65,70
,75,11,37,75,64,69,,68,59
59,99,94,66,92,8,9,69,88,44
,46,15,,82,36,,63,93,
76,93,72,12,92,3,50,45,44,1
88,75,99,29,80,96,97,83,67,51
,20,52,46,51,14,90,58,19,80
70,,36,56,,98,55,42,76,47
52,80,75,62,49,57,4,,82,55
66,63,24,53,59,18,,,85,99
6,68,39,10,91,3,87,,78,86
,79,36,87,92,88,,24,12,63
15,34,99,77,38,,53,43,69,96
5,59,93,91,77,95,66,77,,54
41,92,90,11,86,100,86,57,80,61
100,39,93,55,85,9,3,93,16,20
5,,70,66,11,98,84,58,60,3
25,79,98,49,69,20,2,72,91,100
23,78,39,85,98,94,89,75,71,55
62,18,18,93,79,92,31,80,87,1
,100,84,58,,40,68,35,4,26
94,35,46,70,95,21,10,5,65,55
50,9,70,54,,36,88,47,91,67
89,92,1,29,1,,22,20,55,60
78,22,14,59,64,,90,40,93,94
,89,64,90,33,14,69,90,68,26
2,2,93,1,49,21,63,56,,84
60,56,23,45,27,60,1,26,38,19
38,17,23,63,97,24,,,,87
97,81,83,36,,56,28,45,78,65
43,88,1,10,37,17,16,13,90,22
97,74,18,7,59,12,35,76,65,88
,52,12,4,35,14,16,57,21,87
50,37,96,93,11,29,26,65,54,39
40,72,98,4,,98,42,10,72,21
52,74,3,23,35,75,72,22,36,8
89,18,59,65,92,40,96,6,89,16
80,22,26,67,66,8,74,96,76,
51,48,5,30,98,55,6,79,47,12
93,33,47,67,97,17,5,3,87,2
75,55,43,11,26,29,2,63,7,51
56,28,41,23,42,59,,47,93,58
70,94,11,,75,10,89,44,,33
81,71,36,41,19,65,12,14,39,
43,8,66,57,22,96,,98,8,21
23,54,99,58,80,30,33,,21,17
,23,81,85,82,81,33,10,17,24
34,92,7,68,29,57,95,70,,27
50,24,,86,3,80,83,22,44,75
4,76,73,42,31,44,,31,74,32
86,29,17,51,95,57,45,31,34,14
73,80,,74,97,34,45,90,47,19
53,15,84,54,77,12,77,12,48,11
55,84,6,71,,65,88,6,61,63
39,3,74,70,27,48,1,56,19,67
,20,95,19,97,54,7,90,81,
100,19,80,86,74,30,4,94,,59
63,,61,87,36,93,37,34,43,49
44,45,51,89,31,13,49,29,99,60
68,63,86,94,99,42,85,50,84,100
32,51,29,54,21,46,69,61,96,18
89,,,53,16,56,,93,89,47
9,18,,73,62,65,58,17,31,
11,73,81,,52,34,85,30,75,53
47,18,85,2,86,64,12,53,20,
2,43,59,95,71,,94,42,95,73
66,31,65,3,97,78,7,40,44,30
38,52,,81,88,100,5,4,18,
63,32,93,,100,,82,33,90,33
21,44,47,11,77,15,24,15,26,47
86,16,2,92,58,6,26,90,76,58
66,63,38,90,83,44,99,43,65,92
64,64,85,15,3,,70,66,38,
17,69,85,82,70,48,54,45,,36
49,5,46,37,64,63,40,24,100,59
39,40,29,,7,77,20,,28,61
,24,80,19,3,,3,39,43,77
98,3,76,4,37,,16,65,94,62
96,40,95,18,22,3,56,43,81,50
78,46,52,,41,,14,64,18,97
56,58,48,95,,72,64,96,25,86
61,67,85,60,73,56,62,,,9
,2,49,53,78,29,65,72,30,23
53,74,83,43,35,84,14,70,88,
69,42,,53,97,54,23,31,84,25
83,69,33,30,75,43,72,32,81,42
3,64,84,18,65,74,22,4,92,60
22,98,13,33,67,10,,51,8,10
34,81,26,,21,60,35,7,6,77
68,93,60,7,49,6,32,36,22,72
100,34,21,98,86,,19,65,95,77
61,78,70,,93,72,85,23,77,53
46,21,88,20,26,14,85,36,66,33
82,36,41,42,93,3,,69,94,28
42,35,,34,,,95,64,,52
91,97,23,25,61,80,24,83,68,40
37,13,94,26,11,11,28,21,89,
45,94,34,76,58,100,9,51,65,
94,60,1,8,44,6,50,63,4,34
26,92,,13,74,100,13,69,63,42
22,,29,34,26,46,37,37,22,43
65,87,31,2,76,11,49,82,75,27
44,87,49,13,83,63,84,,14,59
6,88,98,68,15,77,48,73,72,92
87,29,84,22,10,97,9,86,10,51
,3,,13,37,,18,62,5,
33,94,20,19,66,29,8,34,58,93
,68,19,29,34,39,40,39,51,31
79,23,46,,74,46,84,75,28,62
79,17,85,67,8,74,16,83,28,83
39,18,67,89,,90,,98,74,99
53,41,31,4,55,,94,92,65,32
40,22,17,65,82,36,52,6,24,19
16,7,14,98,91,94,59,21,44,83
,31,20,24,55,80,100,27,78,55
81,62,23,22,92,72,93,,43,22
98,50,2,4,61,58,,21,50,76
1,7,75,13,86,20,35,22,85,75
23,77,9,39,46,73,34,70,48,
91,20,,69,90,32,8,60,95,16
95,16,7,81,13,21,55,81,21,45
27,1,20,58,,,,31,75,4
75,32,65,63,76,42,54,,54,20
57,56,37,75,88,,60,77,27,96
35,100,84,33,69,64,23,1,49,5
87,3,58,95,87,47,8,54,52,38
68,83,55,80,3,24,77,55,,13
97,41,50,,25,42,68,70,22,45
16,63,10,57,56,,21,71,89,98
,98,88,51,93,86,12,49,70,92
77,79,,73,18,25,26,21,24,4
98,54,6,98,16,30,4,61,95,1
23,38,13,2,67,19,,63,1,58
29,1,45,31,30,50,46,84,78,13
23,74,98,,21,35,88,64,73,
97,75,64,73,73,53,71,69,36,81
11,77,8,30,44,17,72,33,59,92
,73,84,33,33,50,,96,24,79
7,36,31,82,30,58,79,23,61,39
34,43,93,,,97,3,74,34,39
5,54,39,99,12,10,13,40,32,100
90,88,17,12,56,64,24,51,77,52
51,,39,96,24,93,95,93,69,74
82,,29,,70,76,13,62,40,80
37,22,33,87,48,,63,55,17,67
92,85,70,83,78,1,79,65,99,24
79,82,85,,21,53,89,98,82,2
,24,55,40,85,53,93,27,71,27
58,96,19,61,97,42,52,48,,91
63,52,92,53,98,62,,10,90,25
55,39,48,9,77,2,44,,79,50
2,67,9,34,34,,77,53,36,54
,81,45,84,63,18,88,87,83,
,81,50,28,36,59,,,4,87
92,29,56,6,57,99,84,62,75,
22,95,67,19,25,77,75,19,48,50
90,49,,,65,2,86,59,1,23
49,51,22,44,64,26,11,19,12,86
,91,76,7,70,93,10,100,52,56
82,57,42,72,87,30,34,91,83,100
31,3,81,58,80,,14,51,34,71
8,74,51,52,,71,52,2,85,
13,37,9,39,25,73,63,,34,92
81,74,52,42,39,82,92,13,47,
75,68,42,19,20,32,83,50,72,2
25,37,18,46,76,2,26,90,82,69
93,79,92,30,90,66,48,73,35,88
56,27,80,83,34,19,42,53,4,16
60,25,24,60,88,87,67,55,24,37
92,36,28,7,65,22,7,23,99,
74,31,26,66,35,72,14,98,96,44
76,12,7,41,91,38,21,100,96,54
,60,50,75,19,61,96,60,11,
38,,83,9,23,49,6,12,80,44
100,95,79,32,14,19,15,37,62,50
19,52,53,22,17,28,22,22,,90
,38,26,45,48,24,9,68,65,42
17,32,22,54,67,13,9,79,35,96
63,17,61,37,27,14,92,85,80,85
79,1,88,33,30,93,35,61,82,38
83,83,,83,80,50,,6,95,6
86,22,84,34,,45,78,78,82,90
44,98,94,36,92,28,94,25,23,100
77,68,38,4,26,62,53,18,,12
16,46,11,77,26,53,98,93,81,
36,22,94,78,76,,25,90,80,94
60,68,73,77,,,53,48,16,95
24,12,69,68,100,92,33,22,96,32
24,59,18,44,26,80,67,82,93,67
81,27,70,86,74,,59,3,36,52
28,59,84,54,92,46,34,89,79,
98,,61,51,99,93,,5,1,16
21,94,98,56,99,,40,71,36,37
17,5,,50,57,49,99,,20,43
10,26,93,73,6,37,75,2,90,73
49,,54,20,59,53,69,84,11,88
,61,83,24,95,18,46,93,16,44
99,37,48,61,,86,3,3,,43
30,98,57,10,8,22,58,,78,60
7,27,17,,88,76,45,54,80,3
8,47,23,16,35,,79,71,,51
9,54,34,6,27,79,58,49,58,96
29,,46,61,28,68,86,78,96,77
86,,40,,19,25,70,76,43,
36,63,66,83,74,92,31,65,67,38
,90,33,37,38,85,97,60,66,11
72,80,62,2,17,98,77,86,52,78
53,35,,80,96,22,95,81,58,66
20,67,89,92,63,50,45,40,37,1
32,1,5,30,60,57,55,,31,
46,26,1,60,,15,89,60,42,72
83,,17,92,46,27,56,80,22,22
45,33,38,65,62,42,38,18,12,97
38,,,5,13,16,92,14,56,30
50,,3,97,,33,92,71,89,51
61,40,27,54,68,14,,69,49,72
72,86,15,88,20,52,97,100,1,28
36,70,,96,64,82,,64,55,64
16,8,12,39,14,22,35,40,89,82
77,87,73,78,87,70,94,46,19,18
22,39,,48,46,65,18,57,29,45
,35,19,68,48,30,,71,4,94
54,52,58,33,63,64,98,99,83,96
11,77,40,51,26,92,34,69,50,28
68,35,63,80,10,43,80,44,52,22
52,57,55,35,34,40,,66,31,
100,96,69,31,70,4,28,95,29,49
42,92,21,,22,55,19,26,,76
88,47,24,17,12,2,7,9,82,40
47,39,52,65,71,73,,5,6,78
43,14,13,78,64,39,41,10,11,65
47,,91,13,,88,49,70,35,86
95,14,60,30,15,57,68,12,67,1
,92,38,18,93,63,21,71,10,53
89,,62,8,99,38,12,,98,74
14,30,7,55,7,53,55,44,60,12
56,31,34,73,86,98,91,92,51,12
58,2,84,64,60,64,18,18,26,47
,19,56,82,32,19,36,83,11,46
58,,24,32,,17,95,57,56,7
22,64,61,25,66,,,75,77,88
29,,71,4,69,1,89,12,57,
69,52,81,54,41,,17,76,8,7
42,78,74,26,23,43,68,,69,44
93,10,80,84,89,5,9,8,5,17
50,75,49,70,59,95,80,5,27,31
91,71,34,,,42,51,9,53,39
42,89,66,70,85,2,50,46,40,22
20,55,85,,38,94,44,6,49,42
91,44,90,,86,27,55,6,55,66
99,3,38,93,73,73,88,,64,33
18,93,,17,66,48,1,37,41,88
26,63,28,18,85,48,28,4,,60
78,5,94,12,21,99,75,47,55,91
83,73,96,53,26,86,,26,37,12
96,36,4,24,15,81,65,26,34,89
,43,5,85,23,96,37,95,59,75
18,78,,42,64,69,9,30,29,10
24,,73,62,,6,62,73,12,23
,96,57,8,,22,79,88,28,98
16,98,,91,97,,66,55,44,23
94,71,26,40,33,45,48,38,74,16
22,99,,48,,72,,,49,65
98,6,,12,64,,41,84,53,46
6,21,69,,73,52,,58,40,20
6,33,8,,36,66,6,11,69,89
21,61,58,95,,64,54,52,11,92
,58,28,72,,73,52,,40,76
42,38,,89,76,40,38,29,74,2
30,73,40,81,83,,75,49,72,61
11,60,41,65,12,55,4,99,,87
62,56,41,41,11,23,39,31,92,20
19,91,98,82,47,,80,2,7,34
,8,7,77,,89,60,2,2,68
59,3,31,43,4,31,22,4,58,18
40,36,13,30,,12,39,43,34,73
87,38,65,56,22,58,39,,87,13
44,94,40,93,29,79,86,28,2,32
72,,50,77,37,21,19,8,42,28
31,25,49,83,55,18,53,91,31,7
66,94,65,48,11,,,11,60,35
53,94,85,4,63,15,67,41,22,
29,17,27,87,45,46,7,,83,2
33,39,63,79,62,23,3,1,,71
48,1,12,92,7,7,68,97,,75
25,66,24,11,81,9,40,31,87,69
86,20,70,67,9,93,78,17,97,24
96,7,,44,24,57,93,48,16,
79,,83,72,69,96,2,,37,47
73,66,16,4,98,14,52,65,18,20
6,97,2,89,6,89,27,74,68,65
32,71,51,,30,3,36,53,35,63
60,14,18,9,32,76,90,96,85,84
63,70,29,85,81,80,,78,95,45
55,3,92,62,81,10,,67,61,86
21,46,3,14,,12,21,3,17,30
69,,87,,53,96,21,47,,3
8,86,26,49,77,92,48,37,29,90
69,96,41,36,61,43,71,,85,74
94,71,30,30,12,48,10,42,42,
54,56,77,58,68,84,75,7,28,22
36,20,26,3,35,45,32,11,28,11
36,66,,93,48,75,65,70,22,1
18,74,94,31,63,42,17,73,11,72
7,,33,83,88,79,8,12,37,4
83,83,54,73,30,5,,87,24,74
22,70,94,72,72,55,31,,,18
45,46,,53,54,30,17,98,53,
56,85,100,2,,52,7,49,74,54
,49,40,28,26,55,50,89,54,69
39,71,,96,13,,83,16,30,62
50,53,71,50,46,48,81,,73,
51,80,57,49,97,79,47,50,71,80
9,91,50,,16,71,24,88,18,44
42,11,61,41,33,7,88,29,89,
73,51,21,,,35,14,60,51,11
75,97,73,16,56,19,34,67,92,45
61,77,59,,57,32,22,48,34,97
82,77,23,50,62,,74,95,95,9
63,23,70,81,51,34,100,58,,
43,41,7,38,54,47,28,100,55,36
77,9,9,71,40,77,5,95,48,1
11,7,66,76,60,73,8,20,89,48
88,1,99,,,81,2,72,,56
49,58,58,34,54,17,26,100,98,46
